Datetime;P;L;T
01.01.01 5:02:00;11,1;66,49;2,609
01.01.01 5:02:10;7,4;70,631;2,633
01.01.01 5:02:20;10,7;71,13;2,627
01.01.01 5:02:30;7,7;70,599;2,517
01.01.01 5:02:40;11,2;67,689;2,603
01.01.01 5:02:50;10,5;70,015;2,499
01.01.01 5:03:00;2,7;69,873;2,583
01.01.01 5:03:10;1612,4;69,068;4,15
01.01.01 5:03:20;1563,3;67,953;5,917
01.01.01 5:03:30;1531,2;72,122;7,264
01.01.01 5:03:40;1558,5;68,383;8,917
01.01.01 5:03:50;1615;66,546;10,309
01.01.01 5:04:00;1516,4;71,619;12,021
01.01.01 5:04:10;1524,3;67,65;13,838
01.01.01 5:04:20;1559,4;71,002;15,354
01.01.01 5:04:30;1591,7;71,82;16,889
01.01.01 5:04:40;1600,8;65,701;18,33
01.01.01 5:04:50;1594,3;67,079;19,274
01.01.01 5:05:00;1550,1;65,612;20,681
01.01.01 5:05:10;1552,3;71,836;22,622
01.01.01 5:05:20;1572,3;71,299;24,744
01.01.01 5:05:30;1546;71,718;26,008
01.01.01 5:05:40;1570,6;66,155;27,55
01.01.01 5:05:50;1535;70,558;28,982
01.01.01 5:06:00;1592;69,053;29,407
01.01.01 5:06:10;1524,3;69,28;30,945
01.01.01 5:06:20;1598;68,922;33,381
01.01.01 5:06:30;1595,8;68,863;34,722
01.01.01 5:06:40;1532,8;68,356;35,992
01.01.01 5:06:50;1561,4;68,796;35,683
01.01.01 5:07:00;1595,3;69,213;37,716
01.01.01 5:07:10;1593,7;68,992;38,33
01.01.01 5:07:20;1525,8;71,556;41,588
01.01.01 5:07:30;1538,1;70,045;40,821
01.01.01 5:07:40;1586,9;70,483;42,573
01.01.01 5:07:50;1555,7;71,552;43,329
01.01.01 5:08:00;1579;66,766;44,77
01.01.01 5:08:10;1606,2;66,843;48,078
01.01.01 5:08:20;1552,4;71,975;47,694
01.01.01 5:08:30;1572,5;67,288;47,983
01.01.01 5:08:40;1569,6;68,606;49,534
01.01.01 5:08:50;1518,8;68,421;53,026
01.01.01 5:09:00;1579,5;69,537;52,31
01.01.01 5:09:10;1575,3;68,324;54,775
01.01.01 5:09:20;1570,1;72,136;54,705
01.01.01 5:09:30;1528;70,392;55,025
01.01.01 5:09:40;1612,2;68,209;57,561
01.01.01 5:09:50;1587,9;69,881;56,768
01.01.01 5:10:00;1548,2;67,233;60,268
01.01.01 5:10:10;1531,2;65,732;60,402
01.01.01 5:10:20;1538,5;65,551;63,06
01.01.01 5:10:30;1544,3;68,026;61,87
01.01.01 5:10:40;1574,7;69,501;63,772
01.01.01 5:10:50;1533,4;68,499;64,517
01.01.01 5:11:00;1606,3;70,997;66,395
01.01.01 5:11:10;1570,3;67,996;68,544
01.01.01 5:11:20;1528,7;67,738;68,733
01.01.01 5:11:30;1563,8;65,977;68,603
01.01.01 5:11:40;1525,8;69,382;69,299
01.01.01 5:11:50;1539,4;70,562;68,737
01.01.01 5:12:00;1571,9;67,525;69,624
01.01.01 5:12:10;1562;71,461;73,281
01.01.01 5:12:20;1605,7;68,979;74,394
01.01.01 5:12:30;1559,6;67,19;75,812
01.01.01 5:12:40;1542,3;71,989;76,409
01.01.01 5:12:50;1575;70,029;75,605
01.01.01 5:13:00;1529,6;66,846;76,576
01.01.01 5:13:10;1586,2;71,767;78,432
01.01.01 5:13:20;1558;68,551;80,743
01.01.01 5:13:30;1566,1;66,656;80,494
01.01.01 5:13:40;1537;71,865;79,675
01.01.01 5:13:50;1526,3;69,056;79,675
01.01.01 5:14:00;1531,5;70,686;81,174
01.01.01 5:14:10;1553,3;66,532;83,889
01.01.01 5:14:20;1579,1;71,023;86,185
01.01.01 5:14:30;1525,2;68,564;85,395
01.01.01 5:14:40;1601,7;70,178;87,976
01.01.01 5:14:50;1585,3;71,289;87,824
01.01.01 5:15:00;1601,5;66,27;86,307
01.01.01 5:15:10;1579,6;71,999;88,315
01.01.01 5:15:20;1601,3;69,644;90,311
01.01.01 5:15:30;1561,4;66,086;88,594
01.01.01 5:15:40;1580,4;71,888;90,278
01.01.01 5:15:50;1560,5;71,498;93,413
01.01.01 5:16:00;1557;66,745;91,879
01.01.01 5:16:10;1574;69,896;94,948
01.01.01 5:16:20;1586;67,807;92,127
01.01.01 5:16:30;1607,9;66,483;93,831
01.01.01 5:16:40;1530,5;70,017;96,675
01.01.01 5:16:50;1528,9;71,907;94,585
01.01.01 5:17:00;1579,5;69,829;96,874
01.01.01 5:17:10;1583,2;66,566;95,752
01.01.01 5:17:20;1603,5;72,103;97,898
01.01.01 5:17:30;1528;68,024;97,281
01.01.01 5:17:40;11,8;67,036;95,71
01.01.01 5:17:50;0,2;70,611;97,919
01.01.01 5:18:00;10,3;71,457;95,23
01.01.01 5:18:10;5,4;69,724;94,712
01.01.01 5:18:20;4,5;69,466;93,725
01.01.01 5:18:30;9,1;67,205;92,497
01.01.01 5:18:40;6,2;67,358;90,19
01.01.01 5:18:50;5;65,57;91,315
01.01.01 5:19:00;9,8;68,163;88,007
01.01.01 5:19:10;8,4;66,386;87,127
01.01.01 5:19:20;2,5;68,575;86,962
01.01.01 5:19:30;7,6;65,443;88,094
01.01.01 5:19:40;6,7;66,065;87,743
01.01.01 5:19:50;11,6;69,505;86,271
01.01.01 5:20:00;6,2;65,811;86,333
01.01.01 5:20:10;4,1;70,54;82,594
01.01.01 5:20:20;7,3;69,779;84,585
01.01.01 5:20:30;2,8;70,116;82,027
01.01.01 5:20:40;11,9;69,722;82,528
01.01.01 5:20:50;5,8;67,677;78,897
01.01.01 5:21:00;7,1;67,801;80,841
01.01.01 5:21:10;1,6;69,216;78,365
01.01.01 5:21:20;6,2;71,046;79,046
01.01.01 5:21:30;5,5;71,757;78,697
01.01.01 5:21:40;8,4;67,067;77,173
01.01.01 5:21:50;4,4;66,26;74,317
01.01.01 5:22:00;0,3;66,733;75,7
01.01.01 5:22:10;10,4;67,173;74,42
01.01.01 5:22:20;10,2;68,798;74,766
01.01.01 5:22:30;7,1;68,991;74,138
01.01.01 5:22:40;10,4;70,252;73,967
01.01.01 5:22:50;2;68,774;72,797
01.01.01 5:23:00;7;70,895;69,44
01.01.01 5:23:10;8,7;71,697;70,015
01.01.01 5:23:20;10,4;70,143;70,627
01.01.01 5:23:30;3,6;71,054;70,038
01.01.01 5:23:40;11,1;71,526;69,375
01.01.01 5:23:50;7,7;70,785;65,868
01.01.01 5:24:00;3,7;67,71;68,703
01.01.01 5:24:10;7,4;67,664;66,461
01.01.01 5:24:20;7,3;65,964;65,245
01.01.01 5:24:30;3,5;71,19;64,536
01.01.01 5:24:40;6;71,468;63,714
01.01.01 5:24:50;3;68,027;61,805
01.01.01 5:25:00;11,4;70,706;62,182
01.01.01 5:25:10;5,6;68,764;61,578
01.01.01 5:25:20;0,1;72,165;59,94
01.01.01 5:25:30;0;68,77;62,054
01.01.01 5:25:40;4,6;66,679;60,004
01.01.01 5:25:50;11;71,55;58,79
01.01.01 5:26:00;1,8;65,688;58,402
01.01.01 5:26:10;0;69,74;58,263
01.01.01 5:26:20;3,2;70,852;59,696
01.01.01 5:26:30;7,6;71,13;58,1
01.01.01 5:26:40;3,1;67,433;57,874
01.01.01 5:26:50;4,7;66,678;55,471
01.01.01 5:27:00;4,9;65,736;54,544
01.01.01 5:27:10;4,6;69,918;55,916
01.01.01 5:27:20;10,9;69,334;53,25
01.01.01 5:27:30;9,2;67,15;52,524
01.01.01 5:27:40;4;70,48;54,09
01.01.01 5:27:50;7,6;66,396;53,893
01.01.01 5:28:00;1,9;69,974;52,365
01.01.01 5:28:10;5,6;69,115;50,881
01.01.01 5:28:20;7,1;30,211;52,037
01.01.01 5:28:30;5,4;30,229;51,481
01.01.01 5:28:40;1,4;29,818;51,312
01.01.01 5:28:50;9;29,712;50,997
01.01.01 5:29:00;11,2;32,688;49,844
01.01.01 5:29:10;4,7;32,016;48,995
01.01.01 5:29:20;10,1;29,839;48,782
01.01.01 5:29:30;11,4;29,69;48,423
01.01.01 5:29:40;11,4;31,512;46,794
01.01.01 5:29:50;1695,7;29,817;51,259
01.01.01 5:30:00;1704,4;30,551;55,618
01.01.01 5:30:10;1707,5;30,757;56,531
01.01.01 5:30:20;1722,9;30,528;61,206
01.01.01 5:30:30;1767,2;31,604;65,017
01.01.01 5:30:40;1754;30,476;67,451
01.01.01 5:30:50;1750,8;32,709;70,76
01.01.01 5:31:00;1719,7;31,889;76,171
01.01.01 5:31:10;1696,4;32,789;77,186
01.01.01 5:31:20;1749,8;30,743;83,18
01.01.01 5:31:30;1746,2;31,558;86,678
01.01.01 5:31:40;1732,1;32,614;89,313
01.01.01 5:31:50;1708,2;30,972;94,401
01.01.01 5:32:00;1737,6;31,24;96,031
01.01.01 5:32:10;1753,7;30,404;99,873
01.01.01 5:32:20;0,7;29,74;99,593
01.01.01 5:32:30;2,4;32,705;97,682
01.01.01 5:32:40;11,5;31,247;96,664
01.01.01 5:32:50;10,2;31,589;92,74
01.01.01 5:33:00;5,9;31,951;92,651
01.01.01 5:33:10;8,5;30,938;92,109
01.01.01 5:33:20;9,8;30,353;94,346
01.01.01 5:33:30;5,5;30,781;92,903
01.01.01 5:33:40;10,8;30,721;91,204
01.01.01 5:33:50;1,3;30,764;86,686
01.01.01 5:34:00;7,8;31,77;88,633
01.01.01 5:34:10;8,3;29,973;89,239
01.01.01 5:34:20;11,9;31,477;85,502
01.01.01 5:34:30;1,8;32,174;83,771
01.01.01 5:34:40;9,5;31,739;84,358
01.01.01 5:34:50;8,9;30,773;82,278
01.01.01 5:35:00;6,8;31,153;82,414
01.01.01 5:35:10;3,1;29,958;83,783
01.01.01 5:35:20;9,3;32,45;81,853
01.01.01 5:35:30;4;31,556;82,585
01.01.01 5:35:40;5,8;31,188;81,176
01.01.01 5:35:50;4,7;31,962;78,094
01.01.01 5:36:00;3,1;31,875;80,265
01.01.01 5:36:10;2;31,592;75,375
01.01.01 5:36:20;6,2;31,831;78,212
01.01.01 5:36:30;5,8;30,85;77,561
01.01.01 5:36:40;4,5;31,634;73,979
01.01.01 5:36:50;5,5;31,763;76,004
01.01.01 5:37:00;6,4;31,066;72,459
01.01.01 5:37:10;0,1;32,377;72,558
01.01.01 5:37:20;6,6;32,025;73,22
01.01.01 5:37:30;0,3;32,238;69,988
01.01.01 5:37:40;1,3;31,17;69,308
01.01.01 5:37:50;4,6;30,908;70,46
01.01.01 5:38:00;9,2;32,807;71,286
01.01.01 5:38:10;5,7;31,67;67,141
01.01.01 5:38:20;3,7;32,068;68,272
01.01.01 5:38:30;2,9;30,695;65,403
01.01.01 5:38:40;4,4;32,392;67,607
01.01.01 5:38:50;5,5;29,965;64,277
01.01.01 5:39:00;7,4;30,164;63,593
01.01.01 5:39:10;11,2;30,129;65,246
01.01.01 5:39:20;8,3;32,071;63,71
01.01.01 5:39:30;1,2;31,786;61,721
01.01.01 5:39:40;5,3;30,211;62,105
01.01.01 5:39:50;8;31,293;63,55
01.01.01 5:40:00;11,6;32,272;61,055
01.01.01 5:40:10;3,6;30,3;62,552
01.01.01 5:40:20;11,7;30,605;58,701
01.01.01 5:40:30;3,6;30,669;58,84
01.01.01 5:40:40;4,4;31,432;59,431
01.01.01 5:40:50;1,3;31,825;59,886
01.01.01 5:41:00;7,8;31,716;57,547
01.01.01 5:41:10;9,1;32,033;56,577
01.01.01 5:41:20;4,1;32,398;57,863
01.01.01 5:41:30;0,2;32,646;54,467
01.01.01 5:41:40;11,1;31,099;56,353
01.01.01 5:41:50;2,7;32,646;53,387
01.01.01 5:42:00;0,5;31,672;54,258
01.01.01 5:42:10;9,9;31,718;54,901
01.01.01 5:42:20;2,9;32,427;52,639
01.01.01 5:42:30;2;31,662;52,36
01.01.01 5:42:40;9,8;30,445;52,45
01.01.01 5:42:50;3,1;31,466;50,391
01.01.01 5:43:00;3,8;31,835;51,591
01.01.01 5:43:10;11,2;29,828;50,405
01.01.01 5:43:20;4,8;31,13;50,576
01.01.01 5:43:30;3,6;30,316;49,448
01.01.01 5:43:40;3,3;31,473;48,071
01.01.01 5:43:50;11,4;29,722;49,152
01.01.01 5:44:00;3,5;31,961;48,777
01.01.01 5:44:10;7,9;30,401;47,463
01.01.01 5:44:20;10,5;32,731;46,649
01.01.01 5:44:30;6,6;31,598;46,462
01.01.01 5:44:40;1,5;31,292;47,698
01.01.01 5:44:50;11,7;31,028;46,116
01.01.01 5:45:00;10,7;29,794;45,747
01.01.01 5:45:10;2,6;32,717;43,818
01.01.01 5:45:20;0,6;30,169;45,297
01.01.01 5:45:30;10,2;31,664;44,146
01.01.01 5:45:40;2,5;31,527;43,834
01.01.01 5:45:50;3,5;31,203;44,193
01.01.01 5:46:00;5,7;31,557;41,689
01.01.01 5:46:10;7,4;30,361;41,84
01.01.01 5:46:20;3,4;30,25;42,368
01.01.01 5:46:30;1,4;32,244;40,546
01.01.01 5:46:40;8,7;29,997;40,475
01.01.01 5:46:50;0,2;29,927;40,004
01.01.01 5:47:00;9,3;31,294;39,908
01.01.01 5:47:10;1,9;31,794;40,084
01.01.01 5:47:20;0,3;31,705;39,535
01.01.01 5:47:30;9,4;31,327;38,151
01.01.01 5:47:40;5;29,955;37,989
01.01.01 5:47:50;2,6;32,716;38,212
01.01.01 5:48:00;7,9;32,154;39,024
01.01.01 5:48:10;10;32,485;36,55
01.01.01 5:48:20;10;32,344;37,842
01.01.01 5:48:30;8,2;29,87;37,427
01.01.01 5:48:40;1,1;32,13;36,864
01.01.01 5:48:50;3;32,004;35,183
01.01.01 5:49:00;7,5;32,499;35,903
01.01.01 5:49:10;8,7;30,105;36,235
01.01.01 5:49:20;9;32,023;34,063
01.01.01 5:49:30;2,8;30,563;33,583
01.01.01 5:49:40;2,3;29,896;33,414
01.01.01 5:49:50;11,3;32,597;33,17
01.01.01 5:50:00;6,2;30,425;33,412
01.01.01 5:50:10;4,4;30,106;33,617
01.01.01 5:50:20;9,2;30,831;33,449
01.01.01 5:50:30;12;31,981;33,141
01.01.01 5:50:40;2,3;32,116;33,22
01.01.01 5:50:50;9,4;29,81;31,48
01.01.01 5:51:00;2,4;32,03;31,694
01.01.01 5:51:10;11,9;32,383;30,777
01.01.01 5:51:20;0,7;30,433;31,441
01.01.01 5:51:30;4,3;32,135;30,958
01.01.01 5:51:40;11,5;32,466;30,065
01.01.01 5:51:50;5,4;31,522;29,375
01.01.01 5:52:00;4,1;31,651;28,96
01.01.01 5:52:10;3,8;30,314;28,622
01.01.01 5:52:20;11,2;32,588;29,192
01.01.01 5:52:30;3,7;32,543;29,082
01.01.01 5:52:40;11,2;32,204;29,368
01.01.01 5:52:50;4,6;30,27;28,661
01.01.01 5:53:00;8,8;30,075;28,39
01.01.01 5:53:10;3,8;31,26;28,507
01.01.01 5:53:20;7,5;32,72;28,029
01.01.01 5:53:30;2,6;32,7;26,415
01.01.01 5:53:40;11,1;30,567;26,798
01.01.01 5:53:50;2,8;30,974;27,384
01.01.01 5:54:00;8,7;32,229;26,968
01.01.01 5:54:10;6;31,482;26,027
01.01.01 5:54:20;6,6;31,122;25,659
01.01.01 5:54:30;3,9;32,592;26,309
01.01.01 5:54:40;3,7;31,73;24,909
01.01.01 5:54:50;7,1;31,973;25,107
01.01.01 5:55:00;6,6;32,733;25,112
01.01.01 5:55:10;9,6;30,334;24,603
01.01.01 5:55:20;4,8;31,51;25,057
01.01.01 5:55:30;9,2;31,556;23,697
01.01.01 5:55:40;8,3;30,276;24,554
01.01.01 5:55:50;1,1;30,217;23,446
01.01.01 5:56:00;6;29,882;23,11
01.01.01 5:56:10;9,7;31,403;23,485
01.01.01 5:56:20;5,1;30,613;22,31
01.01.01 5:56:30;11,2;31,194;23,277
01.01.01 5:56:40;2,9;32,013;21,897
01.01.01 5:56:50;1,6;32,661;21,616
01.01.01 5:57:00;2,2;30,834;22,45
01.01.01 5:57:10;3,3;31,787;22,382
01.01.01 5:57:20;3,8;31,173;21,28
01.01.01 5:57:30;0,6;31,126;21,247
01.01.01 5:57:40;10,7;31,855;21,554
01.01.01 5:57:50;4,5;31,774;21,366
01.01.01 5:58:00;5,6;32,534;21,168
01.01.01 5:58:10;10,5;30,126;20,742
01.01.01 5:58:20;11,3;32,205;19,863
01.01.01 5:58:30;6,1;30,823;19,736
01.01.01 5:58:40;9,9;32,509;19,364
01.01.01 5:58:50;8,2;30,05;20,024
01.01.01 5:59:00;7,3;30,903;19,326
01.01.01 5:59:10;9,2;31,405;19,474
01.01.01 5:59:20;11,8;31,748;19
01.01.01 5:59:30;7,6;30,392;19,376
01.01.01 5:59:40;8,7;32,508;18,434
01.01.01 5:59:50;10,9;31,681;18,791
01.01.01 6:00:00;3,4;31,056;18,448
01.01.01 6:00:10;11,1;30,487;17,734
